matchnum,teamnum,Auto_Missed_High,Auto_Missed_Low,Auto_Mobility,Auto_High_Hot,Auto_High,Auto_Low_Hot,Auto_Low,Dead_Bot,Robot_Job,Catch,Truss,Possession_Rating,3_Assist,2_Assist,Tele_High_Miss,Tele_High,Tele_Low_Miss,Tele_Low,Pickup_Rating,Defense_Rating,Driver_Rating,Tech_Fouls,Fouls,Goal_Defense,Human_Pass,ds
42,668,0,0,1,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,32,2,32,0,0,0,0,Red3
96,668,0,0,1,0,0,0,0,0,1,0,0,64,0,2,0,0,0,0,64,1,32,0,0,0,0,Red3
2,668,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,Blue5
36,668,0,0,1,0,1,0,0,0,2,0,0,8,0,2,0,0,0,0,2,32,16,0,0,0,0,Blue5
53,668,1,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,1,16,4,32,0,0,0,1,Blue5
60,668,0,0,1,0,1,0,0,0,1,0,0,8,0,0,0,1,0,2,16,4,16,0,0,0,0,Blue5
74,668,1,0,1,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,8,4,8,0,0,0,0,Blue5
97,1458,1,0,1,0,0,0,0,0,1,0,3,2,0,3,0,0,0,0,4,1,16,0,0,0,0,Red1
81,1458,1,0,1,0,0,0,0,0,1,0,2,4,0,0,0,0,0,1,16,8,16,0,0,0,0,Red2
88,1458,1,0,1,0,0,0,0,0,1,0,2,4,0,0,0,0,0,3,4,1,32,0,0,0,0,Red2
19,1458,0,0,1,0,1,0,0,0,3,0,2,32,0,2,0,0,0,0,32,8,16,0,0,0,1,Red3
4,1458,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Blue4
11,1458,1,0,0,0,0,0,0,0,1,0,0,32,0,0,1,0,0,0,8,4,16,0,0,0,0,Blue4
44,1458,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,16,1,8,0,0,0,0,Blue5
70,1458,0,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,4,4,16,0,0,0,0,Blue5
52,1458,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,0,8,2,16,0,0,0,0,Blue6
60,1458,0,0,1,0,1,0,0,0,1,0,3,16,0,3,0,0,0,0,16,16,16,0,0,0,0,Blue6
39,3250,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,Red1
59,3250,1,0,1,0,0,0,0,0,1,0,3,16,0,0,0,0,0,4,32,16,32,0,0,0,1,Red1
27,3250,0,0,1,1,0,0,0,0,3,0,0,128,2,1,0,0,0,3,128,64,64,0,0,0,0,Red2
15,3250,0,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,1,32,8,32,0,0,0,0,Red3
52,3250,1,0,1,0,0,0,0,0,1,0,0,32,1,2,0,0,0,4,128,2,32,0,0,0,0,Red3
82,3250,1,0,1,0,0,0,0,0,3,0,1,16,0,2,0,0,0,1,16,8,8,0,0,0,0,Red3
65,3250,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,16,16,0,0,0,0,Blue4
104,3250,0,0,1,0,1,0,0,0,1,0,0,8,0,0,0,0,0,2,4,1,16,0,0,0,0,Blue4
34,3250,0,0,1,0,1,0,0,0,1,0,2,4,0,0,0,0,0,2,32,8,64,0,0,0,0,Blue5
75,3250,0,0,1,0,0,0,0,0,1,0,1,32,0,0,0,0,0,1,64,16,64,0,0,0,0,Blue5
1,3250,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,3,1,4,16,0,0,0,0,Blue6
1,3250,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,16,8,16,0,0,0,0,Blue6
92,3250,0,0,1,0,0,0,0,0,3,0,0,16,0,1,0,0,0,1,16,32,16,0,0,0,0,Blue6
35,2035,0,0,1,0,0,0,0,0,1,0,0,4,0,3,1,0,0,4,2,4,16,0,0,0,0,Red1
64,2035,0,0,1,0,1,0,0,0,3,0,3,16,0,0,0,0,0,0,32,32,32,0,0,0,1,Red1
2,2035,0,0,1,1,0,0,0,0,1,0,1,8,0,1,0,0,0,0,8,8,8,0,0,0,0,Red2
77,2035,0,0,1,0,1,0,0,0,3,0,2,64,0,0,0,0,0,2,128,128,128,0,0,0,0,Red2
14,2035,1,0,1,0,0,0,0,0,3,0,2,256,0,0,0,2,0,0,256,64,64,0,0,0,0,Red3
51,2035,0,0,1,0,0,0,0,0,3,0,3,128,0,2,0,0,0,0,256,4,256,0,0,0,0,Red3
27,2035,0,0,1,1,0,0,0,0,1,0,3,128,0,1,0,0,0,1,256,16,256,0,0,0,0,Blue4
97,2035,1,0,1,0,0,0,0,0,1,0,2,8,0,0,1,0,0,2,32,16,64,0,0,0,0,Blue5
44,2035,0,0,1,0,1,0,0,0,1,0,0,32,0,1,0,1,0,2,64,1,64,0,0,0,0,Blue6
58,2035,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,2,0,0,64,1,16,0,0,0,0,Blue6
90,2035,1,0,1,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,16,2,8,0,0,0,0,Blue6
52,692,0,0,0,0,0,0,0,0,1,0,0,256,4,1,0,0,0,0,32,1,16,0,0,0,0,Red1
7,692,0,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,2,16,0,16,0,0,0,0,Red2
94,692,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,16,0,0,0,0,Red2
18,692,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,16,4,8,0,0,0,0,Red3
25,692,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,32,16,0,0,0,0,Red3
80,692,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,16,1,4,0,0,0,0,Red3
44,692,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
71,692,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0,0,0,0,8,1,16,0,0,0,0,Blue6
103,692,0,0,1,0,0,0,0,1,1,0,0,8,0,0,0,0,0,1,4,1,4,0,0,0,0,Blue6
82,2761,0,0,1,0,1,0,0,0,1,1,1,16,0,1,2,1,0,2,32,4,32,0,0,0,0,Red1
5,2761,0,0,1,0,0,1,0,0,1,0,1,16,0,0,0,2,0,0,32,4,16,0,0,0,0,Red2
45,2761,0,0,1,0,1,0,0,0,1,0,0,32,0,0,0,0,0,0,128,1,16,0,0,0,0,Red2
51,2761,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,16,128,16,0,0,0,0,Red2
68,2761,0,0,1,0,1,0,0,0,1,0,0,16,0,0,1,1,0,0,16,16,32,0,0,0,0,Red2
10,2761,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,32,1,16,0,0,0,0,Blue4
98,2761,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2,0,0,64,32,32,0,0,1,1,Blue4
19,2761,0,0,1,0,1,0,0,0,3,0,0,32,0,0,1,2,0,0,32,16,64,0,0,0,0,Blue5
28,2761,0,0,1,0,0,0,1,0,1,0,0,64,0,0,0,0,0,0,128,32,64,0,0,0,0,Blue5
57,2761,0,0,1,1,0,0,0,0,1,0,2,16,0,1,0,0,0,0,128,2,16,0,0,0,0,Blue6
74,2761,0,0,1,0,1,0,0,0,1,0,1,64,1,1,0,2,0,0,64,4,128,0,0,0,0,Blue6
4,3256,1,0,1,0,0,0,0,0,1,0,1,16,0,1,0,0,0,0,16,4,8,0,0,0,0,Red2
21,3256,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,4,4,4,0,0,0,0,Red2
76,3256,1,0,1,0,0,0,0,0,1,0,0,32,1,1,0,0,0,3,128,2,128,0,0,0,0,Red3
98,3256,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,128,64,0,0,0,0,Red3
59,3256,1,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,16,16,0,0,0,0,Blue4
69,3256,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Blue4
37,3256,0,0,0,0,0,0,0,0,1,0,0,32,0,2,0,0,0,0,16,32,8,0,0,0,0,Blue5
50,3256,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
14,3256,1,0,0,0,0,0,0,0,1,0,2,16,0,1,0,1,0,3,16,2,8,0,0,0,0,Blue6
104,3256,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blue6
7,2489,0,0,1,0,0,0,0,0,3,0,0,64,0,0,0,0,0,1,128,8,64,0,0,0,0,Red1
16,2489,0,0,1,0,0,0,0,0,3,0,1,8,0,0,0,0,0,1,4,16,4,0,0,0,0,Red1
37,2489,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,4,4,4,0,0,0,0,Red1
103,2489,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,4,4,0,0,0,0,Red1
23,2489,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Red2
96,2489,0,0,1,1,0,0,0,0,2,0,0,8,0,0,0,0,0,0,8,32,64,0,1,1,0,Red2
48,2489,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
55,2489,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
81,2489,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,16,32,0,0,0,0,Blue4
90,2489,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,2,0,0,0,0,Blue5
66,2489,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue6
13,4669,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,128,128,0,0,0,0,Red1
94,4669,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,Red1
20,4669,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
34,4669,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,Red3
44,4669,0,0,1,0,0,0,0,0,3,0,0,16,1,1,0,0,0,0,8,32,16,0,0,0,0,Red3
5,4669,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,Blue5
58,4669,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,8,16,0,0,0,1,Blue5
87,4669,1,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,4,2,0,0,0,0,Blue5
50,4669,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,1,8,0,0,0,0,Blue6
65,4669,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,8,2,0,0,0,0,Blue6
73,4669,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue6
100,4669,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,8,4,32,0,0,0,1,Blue6
8,4159,0,0,1,0,0,0,0,0,3,0,0,16,0,0,0,0,0,1,8,4,4,0,0,0,0,Red1
44,4159,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,2,8,16,32,0,0,0,0,Red1
75,4159,0,0,1,0,0,0,0,0,3,0,0,4,0,1,0,0,0,1,16,2,16,0,0,0,0,Red1
84,4159,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,16,4,0,0,0,0,Red2
35,4159,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,4,8,32,0,0,0,0,Red3
101,4159,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,8,8,0,0,0,0,Red3
17,4159,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,8,1,0,0,0,Blue4
26,4159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
49,4159,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,32,16,0,0,0,0,Blue6
67,4159,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,2,2,8,0,0,0,0,Blue6
96,4159,0,0,1,0,0,0,0,1,1,0,0,8,0,0,0,0,0,1,2,4,32,0,0,0,0,Blue6
15,701,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,4,8,0,0,0,0,Red2
56,701,0,0,1,0,1,0,0,0,3,0,1,4,0,2,0,0,0,0,64,32,64,0,0,0,0,Red2
79,701,0,0,1,0,0,0,0,0,1,0,0,32,0,0,1,1,1,1,32,16,32,0,0,0,0,Red2
7,701,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,4,0,0,0,0,Red3
49,701,0,0,1,0,1,0,0,0,1,0,2,64,0,3,1,0,0,1,64,1,128,0,0,0,0,Red3
20,701,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,Blue4
87,701,0,0,1,0,0,0,0,0,1,0,0,16,0,1,0,1,0,1,16,4,32,0,0,0,0,Blue4
95,701,1,0,1,0,0,0,0,0,1,0,1,32,0,0,1,1,0,1,64,4,32,0,0,0,0,Blue4
42,701,0,0,1,0,0,0,0,0,1,0,0,128,1,1,0,0,0,0,64,4,16,0,0,0,0,Blue5
67,701,0,0,1,1,0,0,0,0,1,0,2,128,0,0,1,0,0,1,64,4,32,0,0,0,0,Blue5
24,3013,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Red1
74,3013,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,8,2,0,0,0,0,Red1
100,3013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
82,3013,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
3,3013,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
41,3013,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
52,3013,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
58,3013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
17,3013,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Blue5
64,3013,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,Blue6
22,1351,0,0,1,1,0,0,0,0,3,0,0,16,0,2,2,2,0,0,32,32,32,0,0,0,0,Red1
4,1351,1,0,1,0,0,0,0,0,3,0,0,4,0,0,1,0,1,0,2,4,4,0,0,0,0,Red3
39,1351,0,0,0,0,1,0,0,0,1,0,1,16,0,0,2,2,0,0,32,8,32,0,0,0,0,Red3
68,1351,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
93,1351,1,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,2,8,64,0,0,0,0,Red3
53,1351,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
83,1351,0,0,0,1,0,0,0,0,1,0,2,32,0,1,2,0,0,1,64,32,16,0,0,0,0,Blue4
16,1351,1,0,1,0,0,0,0,0,3,0,1,32,0,0,0,0,0,1,64,16,64,0,0,0,1,Blue5
100,1351,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,8,4,8,0,0,0,0,Blue5
33,1351,1,0,1,0,0,0,0,0,1,0,2,32,0,0,4,0,0,0,32,2,32,0,0,0,0,Blue6
77,1351,0,0,1,0,0,0,0,0,3,0,1,16,0,0,0,1,0,0,32,32,8,0,0,0,0,Blue6
28,840,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Red1
77,840,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,16,32,0,0,0,0,Red1
92,840,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,Red1
16,840,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,0,0,1,64,0,16,0,0,0,0,Red2
40,840,0,0,1,0,0,0,0,0,1,0,1,16,0,0,0,0,0,0,8,4,16,0,0,0,0,Red3
56,840,0,0,1,0,0,0,0,0,1,0,1,128,1,1,0,0,0,2,128,1,64,0,0,0,0,Red3
100,840,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,2,2,0,0,0,0,Blue4
9,840,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,Blue5
21,840,0,0,1,0,0,0,0,0,1,0,0,32,0,0,1,0,0,2,64,0,32,0,0,0,0,Blue5
49,840,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,2,4,8,0,0,0,0,Blue5
71,840,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,4,4,0,0,0,0,Blue5
84,840,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,8,32,16,0,0,1,0,Blue5
21,585,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,Red1
67,585,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,8,4,0,0,0,0,Red1
10,585,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,Red2
45,585,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Red3
73,585,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,Red3
88,585,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
51,585,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Blue4
97,585,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
62,585,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,4,2,0,0,0,0,Blue5
103,585,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
3,585,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
3,5134,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Red2
42,5134,0,0,1,0,0,0,0,0,3,1,0,8,1,0,0,0,0,0,16,32,64,0,0,0,0,Red2
49,5134,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,16,16,0,0,0,0,Red2
80,5134,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,Red2
55,5134,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,Red3
12,5134,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
34,5134,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,Blue4
89,5134,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,32,8,0,0,0,1,Blue4
23,5134,0,2,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,4,2,0,0,0,0,Blue5
68,5134,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,4,4,0,0,0,0,Blue6
97,5134,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,0,Blue6
96,971,0,0,0,1,1,0,0,0,1,0,0,64,0,5,1,5,0,0,128,4,128,0,0,0,0,Red1
6,971,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,64,4,64,0,0,0,0,Red2
18,971,0,0,1,1,1,0,0,0,1,0,0,8,2,0,1,2,0,0,64,32,64,0,0,0,0,Red2
53,971,0,0,1,1,1,0,0,0,1,0,0,128,1,2,0,3,0,0,256,2,256,0,0,0,0,Red3
58,971,0,0,1,1,1,0,0,0,1,0,0,256,0,5,1,6,0,1,256,1,256,0,0,0,0,Red3
66,971,0,0,1,0,2,0,0,0,1,0,0,64,0,2,1,1,1,1,128,32,64,0,0,0,1,Red3
23,971,2,0,1,0,0,0,0,0,1,0,0,64,0,2,0,3,0,0,128,8,128,0,0,0,0,Blue4
39,971,1,0,1,0,1,0,0,0,1,0,0,64,0,4,1,2,0,3,128,16,64,0,0,0,0,Blue5
28,971,0,0,1,0,1,0,0,0,1,1,0,32,6,0,0,0,0,5,256,4,256,0,0,0,0,Blue6
79,971,0,0,1,1,1,0,0,0,1,0,0,256,3,0,0,1,0,2,256,0,256,0,0,0,0,Blue6
88,971,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,4,0,1,64,1,64,0,0,0,0,Blue6
12,1868,0,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,4,1,1,0,0,0,0,Red1
66,1868,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
98,1868,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,Red2
1,1868,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
43,1868,0,0,1,0,0,0,0,0,1,0,1,8,0,0,1,0,0,1,8,4,8,0,0,0,0,Blue4
74,1868,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
90,1868,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,16,32,64,0,0,1,1,Blue4
20,1868,0,0,1,0,0,0,0,0,3,0,0,16,0,0,1,1,0,0,32,32,64,0,0,0,0,Blue5
51,1868,0,0,0,0,1,0,0,0,1,0,0,8,0,1,0,1,0,0,8,4,16,0,0,0,0,Blue6
1,3925,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,8,64,32,0,0,0,0,Red1
102,3925,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,Red1
44,3925,0,0,1,1,0,0,0,0,3,0,3,128,1,1,0,0,0,0,256,8,128,0,0,0,0,Red2
53,3925,0,0,1,0,1,0,0,0,3,0,0,4,0,3,0,0,0,0,256,32,32,0,0,1,0,Red2
16,3925,0,0,1,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,1,1,1,0,0,0,0,Blue4
63,3925,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
