matchnum,teamnum,Auto_Missed_High,Auto_Missed_Low,Auto_Mobility,Auto_High_Hot,Auto_High,Auto_Low_Hot,Auto_Low,Dead_Bot,Robot_Job,Catch,Truss,Possession_Rating,3_Assist,2_Assist,Tele_High_Miss,Tele_High,Tele_Low_Miss,Tele_Low,Pickup_Rating,Defense_Rating,Driver_Rating,Tech_Fouls,Fouls,Goal_Defense,Human_Pass,ds
22,3925,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
34,3925,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,32,32,32,0,1,0,0,Blue6
70,3925,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0,0,0,2,8,4,16,0,0,0,0,Blue6
82,3925,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,8,16,16,0,0,1,0,Blue6
25,3257,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
33,3257,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Red1
40,3257,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
51,3257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
70,3257,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
2,3257,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
79,3257,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,4,4,8,0,0,0,0,Blue4
85,3257,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
99,3257,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,Blue4
13,3257,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Blue5
104,3257,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Blue5
11,4185,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,4,1,0,0,0,0,Red1
53,4185,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,32,4,0,0,0,0,Red1
80,4185,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,Red1
59,4185,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
59,4185,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
5,4185,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,8,2,0,0,0,0,Red3
103,4185,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,8,4,0,0,0,0,Red3
35,4185,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue5
64,4185,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,16,0,0,0,0,Blue5
85,4185,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
91,4185,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,8,0,0,0,0,Blue5
26,4185,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,2,0,0,0,0,Blue6
40,4185,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,Blue6
26,4698,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,8,8,8,0,0,0,0,Red1
41,4698,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,8,0,0,0,0,Red1
90,4698,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,2,4,8,0,0,0,0,Red1
69,4698,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,16,4,8,0,0,0,0,Red3
75,4698,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,1,4,0,0,0,0,Red3
50,4698,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,8,4,0,0,0,0,Blue4
18,4698,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,Blue5
56,4698,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,8,8,0,0,0,0,Blue5
99,4698,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,Blue5
9,4698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
17,2141,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,64,64,0,0,0,0,Red1
79,2141,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Red1
38,2141,0,0,1,0,1,0,0,0,3,0,0,8,0,0,0,0,0,0,64,4,4,0,0,0,0,Red2
57,2141,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Red2
97,2141,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Red2
7,2141,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,2,4,8,0,0,0,0,Blue4
22,2141,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
47,2141,0,0,1,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,2,4,4,0,0,0,0,Blue5
65,2141,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,Blue5
89,2141,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,Blue5
49,2144,0,0,1,0,1,0,0,0,4,0,0,16,0,0,0,1,0,0,32,16,32,0,0,0,0,Red1
70,2144,0,0,1,0,1,0,0,0,1,0,0,128,0,1,1,2,0,0,128,1,32,0,0,0,0,Red1
13,2144,0,0,1,0,0,0,0,0,1,0,1,8,0,0,0,3,0,0,4,2,128,0,0,0,0,Red2
103,2144,0,0,1,1,0,0,0,0,3,0,2,64,0,0,0,1,0,0,32,16,64,0,0,0,0,Red2
6,2144,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,4,4,0,0,0,0,Red3
36,2144,0,0,1,0,0,0,0,0,3,0,0,64,0,0,2,3,0,0,32,32,64,0,0,0,0,Red3
89,2144,0,0,1,0,1,0,0,0,1,0,0,16,0,0,2,1,0,1,16,2,16,0,0,0,0,Red3
24,2144,0,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,16,4,4,0,0,1,0,Blue5
41,2144,0,0,1,0,0,0,0,0,1,0,0,32,0,0,1,0,0,0,2,4,4,0,0,0,0,Blue5
78,2144,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,1,8,32,32,0,0,0,0,Blue5
63,2144,0,0,1,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,4,4,8,0,0,0,0,Blue6
98,2144,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,64,16,16,0,0,0,0,Blue6
66,766,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,4,1,4,0,0,0,0,Red2
92,766,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,4,1,4,0,0,0,0,Red2
3,766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
87,766,0,0,1,0,0,0,0,0,1,0,2,2,0,2,0,0,0,0,64,16,16,0,0,0,0,Red3
54,766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,8,0,0,0,0,Blue5
81,766,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,2,4,8,0,0,0,0,Blue5
11,766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
36,766,0,0,0,0,0,0,0,0,3,0,0,16,0,3,0,0,0,0,64,32,16,0,0,0,0,Blue6
42,766,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,2,32,16,0,0,0,0,Blue6
68,3554,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,Red1
88,3554,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,Red1
48,3554,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,16,8,0,0,0,0,Red2
63,3554,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,8,0,0,0,0,Red3
75,3554,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
12,3554,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,Blue5
43,3554,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue5
2,3554,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,4,4,0,0,0,0,Blue6
22,3554,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,4,2,0,0,0,0,Blue6
94,3554,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,4,32,0,0,0,0,Blue6
11,100,0,0,1,0,0,0,0,1,1,0,0,16,0,0,0,0,1,2,16,1,8,0,0,0,0,Red2
20,100,0,0,1,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,32,64,64,0,0,0,0,Red2
73,100,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,64,32,1,0,0,0,Red2
104,100,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,128,64,0,0,1,0,Red2
38,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
6,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,Blue4
68,100,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,16,256,64,0,0,0,0,Blue4
84,100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,256,64,1,0,0,0,Blue4
46,100,1,0,1,0,0,0,0,0,3,0,0,16,0,0,0,0,0,3,8,32,32,0,0,0,0,Blue6
55,100,0,0,1,1,0,0,0,0,3,0,2,4,0,2,0,0,0,1,2,64,16,0,0,0,0,Blue6
95,100,1,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,1,16,4,4,0,0,0,0,Blue6
60,4711,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,Red1
89,4711,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,Red1
76,4711,0,0,0,0,0,0,0,0,3,0,0,32,0,1,0,0,0,0,32,16,32,0,0,0,1,Red2
48,4711,0,0,1,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,4,1,4,0,0,0,0,Red3
71,4711,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,16,16,0,0,0,0,Red3
8,4711,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,2,4,0,0,0,0,Blue4
21,4711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
33,4711,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
95,4711,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,Blue5
13,4711,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,2,4,4,0,0,0,0,Blue6
39,4711,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
39,4711,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
9,1388,1,0,1,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,4,64,8,0,0,0,0,Red1
46,1388,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,Red1
65,1388,0,0,1,0,1,0,0,0,3,0,2,16,0,2,0,0,0,1,8,4,16,0,0,0,0,Red1
17,1388,0,0,1,0,1,0,0,0,1,0,0,32,0,0,3,0,0,0,64,0,64,0,0,0,0,Red2
23,1388,0,0,1,0,1,0,0,0,1,0,0,32,0,0,1,2,0,0,64,32,32,0,0,0,0,Red3
28,1388,1,0,1,0,0,0,0,0,3,0,1,4,0,0,0,0,0,3,4,16,32,0,0,0,1,Red3
93,1388,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,16,0,0,0,0,Blue4
103,1388,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,2,16,8,0,0,0,0,Blue4
88,1388,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,8,16,0,0,0,0,Blue5
56,1388,1,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,2,1,1,4,0,0,0,0,Blue6
9,751,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,Red2
58,751,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
27,751,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,16,16,0,0,0,0,Red3
81,751,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,256,64,0,0,0,0,Red3
72,751,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Blue5
72,751,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,4,8,0,0,0,0,Blue5
17,751,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,4,4,0,0,0,0,Blue6
45,751,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,16,16,0,0,0,0,Blue6
53,751,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,Blue6
89,751,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,16,4,0,0,0,0,Blue6
99,751,0,0,1,0,0,0,0,0,2,0,0,16,0,0,0,0,0,1,8,16,32,0,0,0,0,Blue6
42,114,1,0,1,0,0,0,0,0,3,0,0,32,0,0,0,1,0,3,128,16,64,0,0,0,1,Red1
58,114,0,0,1,0,0,0,0,0,4,0,0,8,0,6,0,0,0,0,16,0,16,0,0,0,0,Red1
69,114,0,0,1,0,1,0,0,0,3,0,0,128,0,2,1,0,0,2,256,8,128,0,0,0,0,Red1
78,114,0,0,1,0,0,0,0,0,3,0,0,16,0,0,0,0,0,4,16,16,8,0,0,0,0,Red2
101,114,0,0,1,0,0,0,0,0,1,0,0,32,1,1,0,0,0,2,64,16,32,0,0,0,0,Red2
1,114,1,0,1,0,0,0,0,0,3,0,0,128,1,1,0,0,0,3,128,16,128,0,0,0,0,Red3
13,114,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,8,32,0,0,0,0,Red3
1,114,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
91,114,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,2,1,16,0,0,0,0,Blue4
19,114,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,Blue6
47,114,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,1,4,32,32,0,0,0,0,Blue6
84,114,1,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,4,64,16,32,0,0,0,0,Blue6
5,115,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,4,4,0,0,0,0,Red1
24,115,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,16,0,0,0,0,Red3
37,115,1,0,1,0,0,0,0,0,3,0,0,16,0,1,0,0,0,0,64,8,32,0,0,0,1,Red3
60,115,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
84,115,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,Red3
99,115,0,0,1,0,2,0,0,0,1,0,2,2,0,2,0,1,0,0,64,1,64,0,0,0,0,Red3
68,115,1,0,1,0,0,0,0,0,1,0,1,32,0,0,0,0,0,2,16,4,16,0,0,0,0,Blue5
18,115,0,0,1,1,0,0,0,0,1,0,0,4,0,1,0,0,0,1,2,4,8,0,0,0,0,Blue6
54,115,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,Blue6
78,115,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,1,1,16,1,8,0,0,0,0,Blue6
15,3189,0,0,1,1,0,0,0,0,1,0,2,4,0,2,0,0,0,0,8,4,32,0,0,0,0,Red1
81,3189,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,2,2,8,0,0,0,0,Red1
24,3189,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,Red2
46,3189,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
33,3189,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,2,4,0,0,0,0,Red3
90,3189,0,0,0,0,0,0,0,0,2,0,0,8,0,1,0,0,0,1,8,4,4,0,0,0,0,Red3
102,3189,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,4,1,2,0,0,0,0,Red3
38,3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
55,3189,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,4,16,0,0,0,0,Blue5
96,3189,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,4,8,0,0,0,0,Blue5
5,3189,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,1,2,1,4,0,0,0,0,Blue6
69,3189,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,8,32,0,0,0,0,Blue6
6,2551,0,0,0,0,0,0,0,0,3,0,0,64,0,0,0,0,0,0,8,64,32,0,0,0,0,Red1
34,2551,0,0,1,1,0,0,0,0,1,0,4,32,0,2,0,0,0,0,8,1,64,0,0,0,0,Red1
56,2551,0,0,1,1,0,0,0,0,3,1,0,16,0,0,1,0,0,0,32,32,64,0,0,0,0,Red1
26,2551,1,0,1,0,0,0,0,0,4,0,0,32,0,0,0,0,0,0,4,8,8,1,0,0,0,Red2
43,2551,0,0,1,0,1,0,0,0,1,0,2,16,0,0,0,0,0,1,2,1,8,0,0,0,0,Red3
13,2551,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
72,2551,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,16,1,8,0,0,0,0,Blue4
51,2551,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,64,0,0,0,0,Blue5
81,2551,0,0,1,1,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,8,16,0,0,0,1,Blue6
93,2551,0,0,1,0,0,0,0,0,3,0,3,32,0,0,0,0,0,0,16,8,32,0,0,0,1,Blue6
38,2367,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
85,2367,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
32,2367,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
60,2367,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
67,2367,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,16,16,0,0,0,0,Red2
46,2367,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,256,32,0,0,0,0,Red3
77,2367,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,64,16,0,0,0,0,Red3
26,2367,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,8,2,0,0,0,0,Blue4
1,2367,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
14,2367,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,Blue5
98,2367,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,16,8,0,0,0,0,Blue5
69,253,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
89,253,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,8,0,0,0,0,Red2
16,253,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,0,Red3
54,253,0,0,1,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,2,1,2,0,0,0,0,Red3
74,253,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,1,1,1,16,0,0,0,0,Red3
94,253,0,0,1,0,0,0,0,0,3,0,1,32,0,1,0,0,0,0,4,4,4,0,0,0,0,Red3
40,253,0,0,1,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,1,2,1,0,0,0,0,Blue4
101,253,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,8,8,0,0,0,0,Blue5
6,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Blue6
27,253,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,Blue6
62,253,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
63,1662,1,0,1,0,0,0,0,0,1,0,0,16,0,0,0,1,0,0,16,8,16,0,0,0,0,Red1
91,1662,0,0,1,0,1,0,0,0,1,0,1,4,0,0,1,3,0,1,4,1,32,0,0,0,0,Red1
72,1662,0,0,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,1,8,4,0,0,0,0,Red2
79,1662,0,0,1,1,0,0,0,0,1,0,3,8,1,2,0,0,0,0,4,8,128,0,0,0,0,Red3
100,1662,0,0,1,0,1,0,0,0,1,0,0,64,0,2,4,2,0,0,256,1,128,0,0,0,0,Red3
15,1662,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,Blue4
54,1662,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue4
8,1662,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue5
23,1662,1,0,0,0,0,0,0,0,1,0,0,128,0,2,0,0,0,0,128,1,256,0,0,0,0,Blue6
38,1662,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue6
