matchnum,teamnum,Auto_Missed_High,Auto_Missed_Low,Auto_Mobility,Auto_High_Hot,Auto_High,Auto_Low_Hot,Auto_Low,Dead_Bot,Robot_Job,Catch,Truss,Possess_Number,Possession_Rating,3_Assist,2_Assist,Tele_High_Miss,Tele_High,Tele_Low_Miss,Tele_Low,Malfunction,Pickup_Rating,Defense_Rating,Driver_Rating,Tech_Fouls,Fouls,Goal_Defense,Human_Pass,ds
30,1967,0,0,1,0,1,0,0,0,3,0,2,2,1,0,1,0,0,0,0,0,3,4,2,0,0,0,0,Red1
51,1967,0,0,1,0,0,0,0,0,1,0,2,1,6,0,2,0,0,0,0,0,6,3,6,0,0,0,0,Red1
60,1967,0,0,1,0,1,0,0,0,1,0,0,2,5,0,1,0,1,0,0,1,3,0,4,0,0,0,0,Red2
85,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
94,1967,0,0,1,0,1,0,0,0,1,0,1,2,5,0,1,0,0,0,0,0,5,2,6,0,0,0,0,Red2
39,1967,0,0,1,0,1,0,0,0,1,0,0,2,4,1,1,1,0,0,0,0,3,0,4,0,0,0,0,Red3
12,1967,0,0,1,1,0,0,0,0,1,0,3,2,4,3,0,0,0,0,0,0,4,2,5,0,0,0,1,Blue4
25,1967,0,0,1,1,0,0,0,0,3,0,3,2,5,0,2,0,0,0,0,0,4,3,5,0,0,1,0,Blue4
71,1967,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,Blue5
3,1967,1,0,1,0,0,0,0,0,3,0,1,2,5,0,1,0,0,0,0,0,3,4,2,0,0,0,0,Blue6
49,1072,0,0,1,0,0,0,1,0,1,0,1,1,6,0,0,0,0,0,0,0,4,1,3,0,0,0,0,Red1
94,1072,0,0,1,0,0,0,1,0,1,0,0,3,4,0,1,0,0,0,2,0,4,4,4,0,0,0,0,Red1
65,1072,0,0,1,0,0,0,1,0,1,0,0,2,3,0,2,0,0,0,2,0,2,3,5,0,0,0,0,Red2
38,1072,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Red3
100,1072,0,0,1,0,0,0,1,0,2,0,0,2,7,0,1,0,0,0,0,0,5,3,2,0,0,0,0,Red3
7,1072,0,0,0,0,0,0,0,1,1,0,0,2,5,0,1,0,0,0,1,1,5,0,4,1,0,0,0,Blue4
58,1072,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,4,3,3,0,0,0,0,Blue4
22,1072,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,Blue5
70,1072,0,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,Blue5
17,1072,0,1,1,0,0,0,0,0,1,0,1,4,6,0,1,0,0,0,1,0,2,0,2,0,0,0,0,Blue6
80,1072,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Blue6
18,2035,1,0,1,0,0,0,0,0,3,0,0,4,6,1,1,1,0,0,1,0,8,7,6,0,0,0,0,Red1
66,2035,0,0,1,0,0,0,0,0,1,0,0,2,7,1,1,0,0,0,2,0,7,1,6,0,0,0,0,Red1
81,2035,0,0,1,1,0,0,0,0,3,0,0,3,7,0,1,0,0,0,1,0,7,6,7,0,0,0,0,Red1
41,2035,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Red2
7,2035,0,0,1,0,0,0,0,0,1,0,0,3,7,2,1,0,0,0,1,0,8,2,8,0,0,0,0,Red3
72,2035,0,0,1,0,1,0,0,0,1,0,0,4,5,3,0,0,0,0,0,0,6,3,6,0,0,0,0,Blue4
33,2035,1,0,1,0,0,0,0,0,1,0,3,3,5,1,1,0,0,0,1,0,5,4,6,0,0,0,1,Blue5
25,2035,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,2,3,0,0,0,0,Blue6
57,2035,0,0,1,0,1,0,0,0,3,0,0,2,5,1,1,0,0,0,2,0,3,3,5,0,0,0,0,Blue6
90,2035,0,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,Blue6
90,692,1,0,1,0,0,0,0,0,1,0,0,3,4,0,0,0,0,1,3,0,5,3,5,0,0,0,1,Red1
59,692,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,Red2
1,692,1,0,1,0,0,0,0,0,1,0,1,2,5,0,1,0,0,0,1,0,4,1,2,0,0,0,0,Red3
77,692,0,0,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,2,1,2,0,0,0,0,Red3
85,692,0,0,1,0,0,0,0,0,1,0,0,3,4,0,4,0,0,0,0,0,2,3,6,0,0,0,0,Red3
97,692,0,0,1,0,0,0,0,0,2,0,0,1,4,1,0,0,0,0,0,0,1,3,5,0,0,1,0,Red3
15,692,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,3,4,0,0,0,0,Blue4
35,692,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,0,Blue4
40,692,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,Blue4
20,692,0,0,1,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,4,4,3,0,0,0,0,Blue6
51,692,0,0,1,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,2,0,4,3,5,0,0,0,0,Blue6
19,3256,0,0,1,1,0,0,0,0,1,0,2,2,5,0,1,0,0,0,0,0,2,1,4,0,0,0,0,Red1
80,3256,1,0,1,0,0,0,0,0,3,0,0,1,6,0,0,0,0,0,1,0,1,7,7,0,0,0,0,Red1
32,3256,1,0,1,0,0,0,0,0,1,0,0,3,5,0,1,0,2,0,1,0,3,4,6,0,0,0,0,Red2
50,3256,1,0,1,0,0,0,0,0,3,0,0,2,5,1,0,0,2,0,0,0,5,8,8,0,0,0,0,Red3
59,3256,0,0,1,0,0,0,0,0,1,0,0,2,6,2,0,1,0,0,2,0,8,5,6,0,0,0,0,Red3
27,3256,0,0,1,0,1,0,0,0,1,0,0,3,5,0,3,0,2,0,1,0,5,3,5,0,0,0,0,Blue4
98,3256,0,0,1,1,0,0,0,0,1,0,2,1,7,2,0,0,0,0,0,0,6,0,7,0,0,0,0,Blue4
4,3256,0,0,1,0,1,0,0,0,3,0,0,5,6,0,0,1,2,0,1,0,7,2,6,0,0,0,0,Blue5
43,3256,0,0,1,0,1,0,0,0,3,0,0,2,3,1,2,0,3,0,0,0,4,4,6,0,0,0,0,Blue5
91,3256,0,0,1,0,0,0,0,0,1,0,0,3,5,0,3,0,0,0,3,0,4,0,5,0,0,0,0,Blue5
55,2489,0,0,1,0,0,0,0,0,3,0,0,1,3,0,1,0,0,0,1,0,2,3,3,0,0,0,0,Red1
67,2489,1,0,1,0,0,0,0,0,3,0,0,1,6,0,1,0,0,0,1,0,4,6,6,0,0,0,0,Red1
1,2489,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,1,0,2,0,4,1,2,0,0,0,0,Red2
18,2489,0,0,1,0,0,0,0,0,1,0,2,4,3,3,1,0,1,0,0,0,4,3,4,0,0,0,0,Red3
40,2489,0,0,1,0,0,0,0,0,1,0,3,4,8,3,1,0,0,0,1,0,8,2,8,0,0,0,1,Red3
30,2489,0,0,1,0,0,0,0,0,3,0,1,2,4,0,0,0,0,0,0,0,3,3,5,0,0,0,0,Blue4
75,2489,0,0,1,0,0,0,0,0,1,0,0,4,7,0,1,0,0,0,0,0,6,5,5,0,0,0,0,Blue5
23,2489,0,0,1,0,1,0,0,0,1,0,1,4,4,2,2,0,0,0,0,0,4,0,5,0,0,0,0,Blue6
81,2489,0,0,1,0,1,0,0,0,3,0,0,3,6,0,2,0,0,0,2,0,6,6,5,0,0,0,0,Blue6
91,2489,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Blue6
24,5023,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,3,2,2,0,1,0,0,Red1
52,5023,0,0,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,3,0,0,0,0,Red1
62,5023,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,2,3,0,0,0,0,Red3
75,5023,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,Red3
37,5023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Blue4
47,5023,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,Blue4
80,5023,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,Blue4
88,5023,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,Blue5
4,5023,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,Blue6
16,5023,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,Blue6
1,4543,1,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,2,4,0,0,0,0,Red1
83,4543,0,1,1,0,0,0,0,0,1,0,0,3,6,3,2,0,0,0,0,0,6,5,6,0,0,0,0,Red1
64,4543,1,0,1,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,1,3,3,5,1,0,0,0,Red2
73,4543,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,2,3,0,0,0,0,Red2
12,4543,0,0,1,1,0,0,0,0,1,0,3,3,6,2,0,0,0,0,1,0,6,4,6,0,0,0,0,Red3
58,4543,0,0,1,0,1,0,0,0,1,0,1,3,2,0,2,0,1,0,1,0,3,0,7,0,0,0,0,Red3
31,4543,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,3,0,0,0,6,0,6,0,0,0,0,Blue4
99,4543,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,Blue5
26,4543,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,4,3,3,0,0,0,0,Blue6
41,4543,0,0,1,0,0,0,0,0,1,0,0,3,5,0,1,1,1,0,2,0,3,0,4,0,0,0,0,Blue6
88,4543,0,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,4,0,6,0,0,0,0,Blue6
92,192,0,0,1,0,1,0,0,0,3,0,0,4,5,0,2,0,2,0,1,0,6,4,6,0,0,0,0,Red1
22,192,0,0,1,1,1,0,0,0,3,0,1,3,5,0,2,0,0,0,2,0,3,4,5,0,0,0,1,Red2
67,192,1,0,1,0,1,0,0,0,1,0,1,6,8,0,2,0,4,0,0,0,8,2,8,0,0,0,0,Red2
87,192,0,0,1,1,0,0,0,0,1,0,0,3,6,3,0,0,0,0,0,0,5,0,6,0,0,0,0,Red2
48,192,1,0,1,0,1,0,0,0,1,0,2,5,7,2,0,1,2,0,1,0,7,4,7,0,0,0,0,Blue4
2,192,1,0,1,0,0,0,0,0,3,0,0,4,5,0,1,1,2,0,0,0,4,3,6,0,0,0,0,Blue5
12,192,1,0,1,0,1,0,0,0,1,0,0,3,7,2,0,1,2,0,1,0,7,0,6,0,0,0,0,Blue6
32,192,0,0,1,0,1,0,0,0,1,0,1,3,4,0,2,1,2,0,1,0,6,1,6,0,0,0,0,Blue6
55,192,0,0,1,1,1,0,0,0,3,0,0,3,6,0,2,0,3,0,0,0,6,4,7,0,0,0,0,Blue6
72,192,0,0,1,1,1,0,0,0,1,0,0,0,7,1,3,0,3,0,1,0,7,6,7,0,0,0,0,Blue6
99,192,0,0,1,0,1,0,0,0,1,0,0,3,0,0,2,2,2,0,0,0,4,3,6,0,0,1,0,Blue6
47,971,0,0,1,1,1,0,0,0,3,0,0,4,8,3,0,1,3,0,0,0,8,5,8,0,0,0,0,Red1
38,971,0,0,1,0,1,0,0,0,1,0,3,6,6,3,2,0,4,0,0,0,7,5,6,0,0,0,0,Red2
74,971,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,6,7,0,0,0,0,Red2
83,971,0,0,1,1,0,0,0,0,1,0,0,4,5,4,0,2,4,0,1,0,7,0,7,0,0,0,0,Red2
89,971,0,0,1,1,1,0,0,0,1,0,0,5,8,2,1,3,2,1,1,0,6,0,8,0,0,0,0,Red2
9,971,0,0,1,1,1,0,0,0,1,1,2,4,7,0,1,1,3,0,0,0,5,0,7,0,0,0,1,Blue4
14,971,1,0,1,1,0,0,0,0,1,0,0,2,7,4,0,0,3,0,2,0,8,4,7,0,0,0,0,Blue4
23,971,0,0,1,1,1,0,0,0,1,0,0,4,7,1,1,0,2,0,0,0,7,3,8,0,0,0,0,Blue5
54,971,0,0,1,0,2,0,0,0,1,0,0,5,6,3,1,0,4,0,0,0,7,6,7,0,0,0,0,Blue5
59,971,0,0,1,1,1,0,0,0,1,0,0,4,3,2,1,4,3,0,0,0,4,2,4,0,0,0,0,Blue6
10,581,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Red1
48,581,1,0,1,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0,1,1,4,0,0,0,0,Red1
53,581,1,0,1,0,0,0,0,0,1,0,0,3,2,0,1,0,2,0,0,0,2,2,3,0,0,0,0,Red1
36,581,1,0,1,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,1,0,4,3,0,0,0,0,Red2
101,581,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,Red2
15,581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red3
88,581,0,0,1,0,1,0,0,0,3,0,3,3,6,0,3,0,0,0,0,0,5,3,6,0,0,0,0,Blue4
74,581,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,3,5,4,0,0,0,0,Blue5
81,581,0,0,1,0,1,0,0,0,1,0,0,2,2,2,2,0,0,0,2,0,3,0,3,0,0,0,0,Blue5
21,581,1,0,1,0,0,0,0,0,1,0,0,2,1,0,1,2,0,0,0,0,3,1,2,0,0,0,0,Blue6
60,581,0,0,1,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,2,2,5,0,0,0,0,Blue6
17,1351,1,0,1,0,0,0,0,0,1,0,0,2,7,2,1,0,0,0,0,0,7,2,6,0,0,0,0,Red1
10,1351,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Red2
95,1351,0,0,1,0,1,0,0,0,1,0,3,4,5,0,0,1,1,0,2,0,5,0,6,0,0,0,0,Red2
23,1351,1,0,1,0,0,0,0,0,3,0,0,3,7,1,0,0,0,0,1,0,7,3,4,0,0,0,0,Red3
76,1351,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3,2,4,0,0,1,0,Red3
32,1351,0,0,1,0,1,0,0,0,1,0,1,1,5,2,0,0,0,0,0,0,4,0,6,0,0,0,0,Blue4
62,1351,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,Blue4
41,1351,0,0,1,1,0,0,0,0,1,0,2,2,5,0,1,0,0,0,0,1,4,3,4,0,0,0,0,Blue5
87,1351,0,0,1,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,Blue6
38,840,0,0,1,0,0,0,0,0,1,0,0,2,6,2,0,0,0,0,0,0,5,1,7,0,0,0,0,Red1
87,840,0,0,1,1,0,0,0,0,1,0,0,2,3,0,4,0,0,0,0,0,4,2,4,0,0,0,0,Red1
15,840,0,0,1,0,0,0,1,0,1,0,1,2,5,0,0,0,0,0,2,0,3,6,6,0,0,0,0,Red2
75,840,0,0,1,0,0,0,0,0,1,0,0,3,3,0,1,0,0,1,1,0,4,2,3,0,0,0,0,Red2
97,840,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,Red2
8,840,0,0,1,0,0,0,0,0,1,0,0,5,6,3,1,0,0,0,0,0,4,0,6,0,0,0,0,Blue4
29,840,1,0,1,0,0,0,0,0,3,0,1,3,4,2,1,0,0,0,0,0,4,3,4,0,0,0,0,Blue4
56,840,0,1,1,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,1,0,6,1,4,0,0,0,0,Blue4
44,840,0,0,1,0,0,0,0,0,1,0,0,2,4,1,0,0,0,0,2,0,4,3,4,0,0,0,0,Blue5
64,840,0,0,1,0,0,0,0,0,1,0,1,2,5,0,1,0,0,0,0,0,3,2,5,0,0,0,0,Blue5
100,841,0,0,1,1,0,0,0,0,3,0,0,3,5,0,0,1,0,0,2,0,6,4,5,0,0,0,0,Red1
33,841,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,4,2,4,0,0,0,0,Red2
92,841,0,0,1,0,1,0,0,0,1,0,0,4,5,2,0,0,0,0,0,0,1,0,4,0,0,0,0,Red2
60,841,0,0,1,0,1,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,Red3
70,841,0,0,1,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,0,5,2,5,0,0,0,0,Red3
4,841,1,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,5,4,0,0,0,0,Blue4
46,841,1,0,1,0,0,0,0,0,1,0,1,3,5,0,1,0,1,0,1,0,3,2,5,0,0,0,0,Blue5
83,841,1,0,1,0,0,0,0,0,1,0,1,3,6,0,0,0,1,0,1,0,6,5,6,0,0,0,0,Blue5
13,841,0,0,1,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,Blue6
24,841,0,0,1,0,1,0,0,0,1,0,1,4,5,0,2,0,0,0,0,1,4,3,4,0,0,0,0,Blue6
35,4171,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red1
8,4171,1,0,1,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,1,2,2,4,0,0,0,0,Red2
23,4171,0,0,1,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,3,3,4,0,0,0,0,Red2
96,4171,0,0,1,0,0,0,0,0,1,0,0,2,6,1,1,0,0,0,0,0,3,0,4,0,0,0,0,Red2
66,4171,0,0,0,0,0,0,0,0,1,0,1,3,2,0,1,0,0,0,0,0,2,2,3,0,0,0,0,Red3
17,4171,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Blue4
73,4171,0,0,1,0,0,0,0,0,1,0,0,4,6,0,3,0,0,0,0,0,5,0,4,0,0,0,0,Blue5
44,4171,1,0,1,0,0,0,0,0,3,0,0,2,3,1,0,0,0,0,1,0,6,5,6,0,0,0,0,Blue6
50,4171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,Blue6
79,4171,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,Blue6
56,1868,0,0,1,1,0,0,0,0,1,0,3,3,6,0,3,0,0,0,0,0,7,0,7,0,0,0,0,Red1
97,1868,1,0,1,0,0,0,0,0,1,0,0,4,6,0,0,1,2,0,1,0,7,6,7,0,0,0,1,Red1
80,1868,0,0,1,1,0,0,0,0,1,0,1,3,6,0,1,1,0,0,1,0,6,0,6,0,0,0,1,Red3
34,1868,0,0,1,0,1,0,0,0,1,0,2,3,8,2,0,0,1,0,0,0,8,2,8,0,0,0,0,Blue4
71,1868,0,0,1,1,0,0,0,0,1,0,0,3,5,0,0,1,0,0,1,0,5,2,7,0,0,0,0,Blue4
13,1868,0,0,1,0,1,0,0,0,1,0,0,2,4,0,0,2,0,0,1,0,5,2,6,0,0,0,0,Blue5
48,1868,1,0,1,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,1,0,5,5,6,0,0,0,0,Blue5
1,1868,0,0,1,1,0,0,0,0,3,0,4,2,7,3,0,0,0,0,0,0,8,4,5,0,0,0,0,Blue6
66,1868,0,0,1,0,1,0,0,0,1,0,0,3,5,0,1,1,1,0,1,0,6,4,5,0,0,0,0,Blue6
5,846,0,0,1,0,1,0,0,0,1,0,0,3,5,1,1,0,2,0,0,0,5,3,6,0,0,0,0,Red2
47,846,0,0,1,0,1,0,0,0,1,0,0,4,6,3,0,0,0,0,0,0,5,4,6,0,0,0,0,Red2
55,846,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,5,0,0,0,7,0,7,0,0,0,0,Red2
76,846,0,0,1,0,1,0,0,0,1,0,3,6,5,1,3,1,4,0,0,0,6,3,5,0,0,0,0,Red2
11,846,0,0,1,1,0,0,0,0,1,0,0,7,8,0,4,1,5,0,0,0,7,0,7,0,0,0,0,Red3
39,846,1,0,1,0,0,0,0,0,1,0,0,3,6,3,0,0,0,0,3,0,6,0,7,0,0,0,0,Blue4
63,846,1,0,1,0,0,0,0,0,1,0,0,3,7,0,0,1,3,0,0,0,5,0,7,0,0,0,0,Blue4
97,846,0,0,1,1,1,0,0,0,1,0,0,3,7,0,2,0,2,0,0,0,7,1,6,0,0,0,0,Blue4
86,846,0,0,1,1,1,0,0,0,1,0,1,5,6,0,5,1,4,0,1,0,7,1,7,0,0,0,0,Blue6
31,4047,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,Red1
43,4047,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,Red1
72,4047,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Red1
14,4047,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,Red3
67,4047,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Red3
95,4047,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,Red3
21,4047,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Blue4
8,4047,0,0,0,0,0,0,0,0,1,0,0,4,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Blue5
53,4047,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,3,3,2,0,0,0,0,Blue5
85,4047,0,0,0,0,0,1,0,0,2,0,0,2,3,0,2,0,0,0,0,0,3,5,4,0,0,1,0,Blue6
100,4047,0,0,1,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,3,3,3,0,0,0,0,Blue6
7,254,2,0,0,1,0,0,0,0,1,0,2,2,8,2,1,0,2,0,1,0,8,4,7,0,0,0,1,Red2
57,254,1,0,1,2,0,0,0,0,1,0,0,6,8,0,0,0,2,0,0,0,8,8,8,0,0,0,1,Red2
87,254,0,0,1,2,0,0,0,0,1,0,0,6,8,4,0,0,4,0,0,0,5,0,8,0,0,0,0,Red3
101,254,2,0,1,0,1,0,0,0,1,0,0,7,8,0,7,0,7,0,1,0,8,0,8,0,0,0,0,Red3
73,254,1,0,0,2,0,0,0,0,3,0,0,5,8,0,0,0,5,0,0,0,7,6,8,0,0,0,0,Blue4
39,254,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,7,0,5,0,0,0,1,Blue5
47,254,0,0,1,2,0,0,0,0,3,0,0,4,7,1,1,0,2,0,0,1,6,5,7,0,0,0,0,Blue5
62,254,0,0,0,0,0,0,0,0,1,0,1,5,7,0,3,0,3,0,1,0,7,5,8,0,0,0,0,Blue5
92,254,0,0,1,0,2,0,0,0,1,0,0,5,4,3,0,0,4,0,1,0,5,4,5,0,0,0,0,Blue5
19,254,1,0,1,0,2,0,0,0,1,0,0,6,8,0,5,0,4,0,1,0,7,4,8,0,0,0,0,Blue6
28,254,1,0,1,1,0,0,0,0,1,0,0,7,8,6,0,0,6,0,1,0,8,5,8,0,0,0,0,Blue6
36,852,0,0,1,0,0,0,0,0,1,0,1,3,7,0,1,0,2,0,0,0,6,0,5,0,0,0,0,Red1
12,852,0,0,1,1,0,0,0,0,1,0,0,2,6,0,2,0,2,0,0,0,6,0,5,0,0,0,0,Red2
54,852,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red2
80,852,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,Red2
20,852,0,0,1,0,1,0,0,0,1,0,0,3,4,0,2,1,1,0,1,0,5,0,4,0,0,0,0,Red3
65,852,0,0,1,0,1,0,0,0,1,0,0,2,6,1,1,0,1,0,0,0,6,3,6,0,0,0,0,Red3
3,852,0,0,1,0,0,0,0,0,1,0,0,3,4,0,1,2,1,0,1,0,3,1,5,0,0,0,0,Blue4
96,852,0,0,1,0,1,0,0,0,3,0,0,4,7,2,1,0,3,0,0,0,7,3,7,0,0,0,0,Blue4
